id,user_id,name,status,sender_profile_id,strategic_profile_id,target_customer_profile_id,start_date,end_date,duration_days,daily_lead_target,total_leads_generated,response_rate,created_at,updated_at,contact_list_id,subject,body,prompt,tone,offer_type,product_id,send_time_preference,schedule_date,schedule_time,timezone,autopilot_enabled,autopilot_settings,max_emails_per_day,delay_between_emails,track_emails,unsubscribe_link,requires_human_review,email_template_id,generation_type
55,1,Hi Test,active,,,,2025-11-07 18:58:28.426+00,2025-11-21 18:58:00+00,14,5,0,0,2025-11-07 18:55:47.727069+00,2025-11-07 18:58:28.426+00,48,Hi Test,First Good to see you.,"",silly,hormozi,,scheduled,2025-11-07 18:58:00,13:58,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": false, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 300, ""delayBetweenEmails"": 4}",300,4,f,t,f,,merge_field
54,5,"Hi {{first_name}}, Wanna use our $1 million edu-coding platform for your brand?  ",active,,,,2025-11-07 19:30:10.528+00,2025-11-21 19:30:00+00,14,5,0,0,2025-11-07 18:22:54.178516+00,2025-11-07 19:30:10.528+00,49,"Hi {{first_name}}, Wanna use our $1 million edu-coding platform for your brand?  ","Hi {{first_name}},
I'm Jonathan, founder of Codetribe. I started it to help nonprofits in Africa teach kids and teens how to code.  

Overtime this grew into a full-scale Computer Science learning platform with an easy-to-use lesson-building.  

# Two Reasons This May Interest You:  
1. In 2024 we decided to white-label this and have built an admin dashboard where you add your own brand and domain name  - This means the ENTIRE PLATFORM on your domain.  

2. Use our Curriculum and Add Your Own: We’ve made it incredibly easy to add both simple coding lessons, as well as interactive and practical coding projects. 

More about this later.  

# PRICING:  
You may be thinking “Probably too expensive.”   
Well, you’ll be pleased to know our focus is on empowering other organizations - Helping YOU grow and serve YOUR customers better.  

Our pricing is built for flexibility and scale, as you’ll see from just 3 of our CORE packages below:  

# Monthly CORE Platform:

1,000 users  |  $200 ( $0.20 per user) 
3,000 users  |  $480 ( $0.16 per user)
10,000 users  | $960 ( $0.096 per user)   

# ROADMAP - EMPOWERING YOU WITH A.I.  

Building curriculum and new lessons is hard!
We want to enable educators to do this in 10% of the time.   

So we focused on: 
1. Making it easier for the AI models by offering them simpler templates to build on. ( Doing all the fancy styling with templates and giving them the mission of core lesson-building.)  

2. Creating pre-built lesson environments ( Display Engines) for those templates to plug into.  The result is incredibly fun and interactive lessons ( I will send some examples in my next email.)  

This structure allows teachers to easily iterate and tweak new courses with AI.   

# OTHER BENEFITS:

A. On-boarding & LMS UI: 
The slick on-boarding UI for Teachers and learners is designed to accommodate multiple classes, topics and teachers.  

B. Manage Schools:
This is by far the most insane part. We’ve built “Schools” into the white-label. This means you can sign-up dozens of schools and each school is segmented with its own name, roster and teachers. It comes OOTB ( out-of-the-box) with the White-label packages.   

C. 50% IMPACT DISCOUNT: 
For non-profits and also businesses in 121* developing  countries we offer a no-questions-asked 50% discount on core packages.  *International Co-operative Alliance (ICA) List of developing countries 2024

For state-level or large-scale roll-outs please get in touch.   

Have an awesome day!  

Jonathan    

P.S.

If you know someone who may need this, please forward it to them (or shoot me a reply and I’ll reach out.)   I’d also be happy to send you our full price-list and demo video. 
","",default,none,,scheduled,2025-11-07 19:30:00,14:30,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": false, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 30, ""delayBetweenEmails"": 4}",30,4,t,f,t,,merge_field
56,1,Hi Test2,active,,,,2025-11-07 21:01:11.672+00,2025-11-21 21:01:00+00,14,5,0,0,2025-11-07 20:59:12.687639+00,2025-11-07 21:01:11.672+00,48,Hi Test2,"Make it work FAST {{first_name}}!
","",silly,hormozi,,scheduled,2025-11-07 21:01:00,16:01,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": false, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 300, ""delayBetweenEmails"": 2}",300,2,f,t,f,,merge_field
57,1,Hi Test4,active,27,,,2025-11-07 22:05:00.248+00,2025-11-21 22:05:00+00,14,5,0,0,2025-11-07 22:02:19.81288+00,2025-11-07 22:05:00.248+00,48,Hi Test4,"This is the final moment First.
",Happy people tans,silly,hormozi,,scheduled,2025-11-07 22:05:00,17:05,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""20:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": false, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 300, ""delayBetweenEmails"": 2}",300,2,f,t,f,,merge_field
60,1,HI Test8,completed,27,,,2025-11-08 16:56:17.307+00,2025-11-22 16:56:00+00,14,5,0,0,2025-11-08 16:54:33.640621+00,2025-11-08 23:01:44.368+00,48,HI Test8,Let's GOOOO First!!!,"",silly,hormozi,,scheduled,2025-11-08 16:56:00,11:56,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 2}",3,2,f,t,f,,merge_field
62,1,Test Campaign for Add Contacts Feature,active,,,,2025-11-10 04:05:32.268388+00,,14,5,0,0,2025-11-10 04:05:32.268388+00,2025-11-10 04:05:32.268388+00,,Test Subject,Test email body,,,,,,,,America/New_York,f,,50,30,t,t,t,,merge_field
82,1,Refresh {{contact_company_name}} with Delicious Watermelon Options,completed,27,,,2025-11-12 22:34:22.368+00,2025-11-26 22:34:00+00,14,5,0,0,2025-11-12 22:31:57.821585+00,2025-11-13 14:15:47.519+00,48,Refresh {{contact_company_name}} with Delicious Watermelon Options,"Hi {{first_name}},

I hope this message finds you well! I wanted to reach out because I believe there’s a fantastic opportunity for {{contact_company_name}} to elevate your offerings with our premium watermelons. 

Our watermelons are not only delicious but also sourced from the best farms, ensuring quality and freshness that your customers will love. Whether you're looking to enhance your product range or attract more customers, we’ve got you covered!

If you’re open to it, I’d love to chat about how we can work together to bring some juicy goodness to your business.

Looking forward to hearing from you!

Best,  
Demo User","sell watermelon
",default,none,,scheduled,2025-11-12 22:34:00,17:34,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""18:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 2, ""delayBetweenEmails"": 4}",2,4,f,f,f,,merge_field
63,1,Freshen Up {{contact_company_name}} with Juicy Oranges 🍊,completed,27,31,,2025-11-10 16:11:14.888+00,2025-11-22 16:12:00+00,14,5,0,0,2025-11-10 16:10:55.609151+00,2025-11-10 16:20:36.802+00,48,Freshen Up {{contact_company_name}} with Juicy Oranges 🍊,"Hey there {{first_name}}!

Hope you’re having a zesty day over at {{contact_company_name}}! As the Executive Director, I bet you’re always looking for fresh ideas to keep things sweet and fruitful for your students. Well, have I got a juicy offer for you!

Instead of the usual drab snacks, get these tangy benefits with our top-notch oranges:  
- 🍊 **Vitamin C Boost**: Keep everyone energized and ready to tackle those STEM projects!  
- 🍊 **Eco-Friendly Snacking**: No wrappers, just pure deliciousness! 🌍  
- 🍊 **Smile Inducer**: Who doesn't love a good orange? Instant happiness! 😄  

And here’s the cherry on top: we guarantee delivery within 48 hours, so you can keep your snack game strong without any fuss! 

Let’s chat about how we can brighten up snack time at {{contact_company_name}}! Hit me up if you’re interested!

Catch ya later!  
Demo User",sell oranges,silly,hormozi,31,scheduled,2025-11-08 16:12:00,11:12,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 2}",3,2,f,t,t,,merge_field
64,1,"Let's Code the Future Together, {{first_name}}!",completed,27,,,2025-11-10 17:52:29.114+00,2025-11-24 17:52:00+00,14,5,0,0,2025-11-10 17:50:41.574298+00,2025-11-10 18:07:30.927+00,48,"Let's Code the Future Together, {{first_name}}!","Hey there {{first_name}}!

I hope your day is as bright as a freshly unwrapped coding textbook! 🌟 I wanted to share something super cool that I think could take {{contact_company_name}} to the next level—our whitelabel K12 coding and computer science education platform! 

Instead of wrestling with outdated resources and boring curriculums, get:
- 🎉 Engaging, interactive lessons that make coding feel like a game!
- 🚀 Comprehensive support for teachers and students, transforming the classroom into a coding playground!
- 💼 A fully customizable platform that fits seamlessly into {{contact_company_name}}’s vision!

And the cherry on top? We guarantee you’ll see a boost in student engagement within just 30 days! 🍒 

Let’s chat more about how we can sprinkle some coding magic into your educational offerings. 

Catch ya later!

Demo User",whitelabel k12 coding and CS edu platform,silly,hormozi,,scheduled,2025-11-10 17:52:00,12:52,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 2, ""delayBetweenEmails"": 5}",2,5,f,t,t,,merge_field
66,5," Hi First, Wanna to use our $1 million edu-coding platform for your brand?",paused,14,,,2025-11-11 06:17:34.753+00,2025-11-21 19:30:00+00,14,5,0,0,2025-11-11 06:17:08.575802+00,2025-11-11 13:15:45.234+00,51," Hi First, Wanna to use our $1 million edu-coding platform for your brand?","Hi {{first_name}},
I'm Jonathan, founder of Codetribe. I started it to help nonprofits in Africa teach kids and teens how to code.

Overtime this grew into a full-scale Computer Science learning platform with an easy-to-use lesson-building.

# Two Reasons This May Interest You:

1. In 2024 we decided to white-label this and have built an admin dashboard where you add your own brand and domain name  - This means the ENTIRE PLATFORM on your domain.

2. Use our Curriculum and Add Your Own:
We’ve made it incredibly easy to add both simple coding lessons, as well as interactive and practical coding projects.

More about this later.



# PRICING:

You may be thinking “Probably too expensive.” 

Well, you’ll be pleased to know our focus is on empowering other organizations - Helping YOU grow and serve YOUR customers better.

Our pricing is built for flexibility and scale, as you’ll see from just 3 of our CORE packages below:

# Monthly CORE Platform:

1,000 users  |  $200 ( $0.20 per user)
3,000 users  |  $480 ( $0.16 per user)
10,000 users  | $960 ( $0.096 per user)


# ROADMAP - EMPOWERING YOU WITH A.I.

Building curriculum and new lessons is hard!
We want to enable educators to do this in 10% of the time.

So we focused on:

1. Making it easier for the AI models by offering them simpler templates to build on. ( Doing all the fancy styling with templates and giving them the mission of core lesson-building.)

2. Creating pre-built lesson environments ( Display Engines) for those templates to plug into.

The result is incredibly fun and interactive lessons ( I will send some examples in my next email.)

This structure allows teachers to easily iterate and tweak new courses with AI. 


# OTHER BENEFITS:

A. On-boarding & LMS UI:

The slick on-boarding UI for Teachers and learners is designed to accommodate multiple classes, topics and teachers.



B. Manage Schools:
This is by far the most insane part.
We’ve built “Schools” into the white-label. This means you can sign-up dozens of schools and each school is segmented with its own name, roster and teachers.
It comes OOTB ( out-of-the-box) with the White-label packages.




C. 50% IMPACT DISCOUNT:

For non-profits and also businesses in 121* developing  countries we offer a no-questions-asked 50% discount on core packages.

*International Co-operative Alliance (ICA) List of developing countries 2024

For state-level or large-scale roll-outs please get in touch.


Have an awesome day!

Jonathan


P.S.
If you know someone who may need this, please forward it to them (or shoot me a reply and I’ll reach out.) 

I’d also be happy to send you our full price-list and demo video.

","",default,none,,scheduled,2025-11-07 19:30:00,14:30,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""08:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 30, ""delayBetweenEmails"": 4}",30,4,t,f,t,,merge_field
75,1,"Hi Larry, how are you?",completed,27,,,2025-11-12 20:05:20.8+00,2025-11-26 20:05:00+00,14,5,0,0,2025-11-12 20:02:51.870552+00,2025-11-12 20:14:42.944+00,48,"Hi Larry, how are you?","Can you, Larry, start the marketing flow again?

Jon

PS.
thanks","",default,none,,scheduled,2025-11-12 20:05:00,15:05,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,t,f,t,,merge_field
65,1,Freshen Up {{contact_company_name}} with Premium Oranges,completed,27,,,2025-11-10 18:50:22.483+00,2025-11-24 18:50:00+00,14,5,0,0,2025-11-10 18:48:35.580775+00,2025-11-11 14:20:33.113+00,47,Freshen Up {{contact_company_name}} with Premium Oranges,"Hi {{first_name}},  

I hope this email finds you well! I wanted to reach out and share something that might add a zest to your day at {{contact_company_name}}. As the CEO, I know you’re always on the lookout for ways to enhance your offerings, and I believe our premium oranges could be a refreshing addition.

Imagine how much your team and clients would appreciate the vibrant energy and health benefits that come from fresh oranges. Not only do they taste great, but they also promote wellness and productivity—something we can all use more of, right? 

If you’re interested, I’d love to chat about how we can make this happen for {{contact_company_name}}. Let me know a good time for you, or feel free to drop me a line at {{contact_email}}.

Looking forward to connecting!

Best,  
Demo User",sell oranges,default,none,,scheduled,2025-11-10 18:50:00,13:50,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 30, ""delayBetweenEmails"": 3}",30,3,f,f,t,,merge_field
83,1,"Hi {{first_name}}, Sweeten Up {{contact_company_name}} with Fresh Strawberries",completed,27,,,2025-11-12 23:26:33.61+00,,14,5,0,0,2025-11-12 23:11:11.628821+00,2025-11-14 14:06:04.473+00,48,"Hi {{first_name}}, Sweeten Up {{contact_company_name}} with Fresh Strawberries","Hi {{first_name}},

I hope this email finds you well! I wanted to reach out because I believe that fresh strawberries could really add a delightful touch to your offerings at {{contact_company_name}}. Whether it's for a special event, a menu item, or just a treat for your team, these strawberries are sure to impress.

If you’re looking for a reliable supplier who can provide top-quality strawberries, let’s chat! I’d love to discuss how we can help you sweeten things up at {{contact_company_name}}.

Looking forward to hearing from you!

Best,  
Demo User",sell strawberries,default,none,,scheduled,2025-11-12 23:12:00,18:12,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""19:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 2, ""delayBetweenEmails"": 4}",2,4,f,f,f,,merge_field
68,5,"Hi First, Sweeten Up Company Name with Fresh Pineapples",active,14,,,2025-11-11 15:01:04.474+00,2025-11-25 15:01:00+00,14,5,0,0,2025-11-11 14:59:11.559196+00,2025-11-11 15:01:04.474+00,49,"Hi First, Sweeten Up Company Name with Fresh Pineapples","Hi {{first_name}},

I hope this email finds you well! I wanted to reach out and share something that could really add a tropical twist to what you're doing over at {{contact_company_name}}. We’ve got a fantastic selection of premium pineapples that are perfect for enhancing menus or retail offerings.

Whether you’re looking to impress customers with fresh flavors or just add a fun vibe to your products, pineapple is a great way to go. I’d love to chat about how we can help you incorporate these delicious fruits into your business. 

Let me know if you’re interested, and we can set up a time to talk!

Best,  
Jonathan Novotny","sell pineapples
",default,none,,scheduled,2025-11-11 15:01:00,10:01,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 30, ""delayBetweenEmails"": 4}",30,4,f,f,t,,merge_field
84,1,"Hi {{first_name}}, Boost {{contact_company_name}}'s Offerings with Delicious Pomegranates",completed,27,,,2025-11-13 00:08:07.209+00,2025-11-27 00:08:00+00,14,5,0,0,2025-11-13 00:07:05.120151+00,2025-11-14 14:10:09.003+00,48,"Hi {{first_name}}, Boost {{contact_company_name}}'s Offerings with Delicious Pomegranates","Hi {{first_name}},

I hope this message finds you well! I wanted to reach out because I believe pomegranates could be a fantastic addition to {{contact_company_name}}'s lineup. Their unique flavor and health benefits are really making waves in the market right now.

As a leader in your role as {{contact_role}}, I'm sure you're always on the lookout for new ways to enhance your offerings. Pomegranates could not only attract new customers but also create buzz around your brand. Plus, they’re super versatile—from fresh fruit to juice, the possibilities are endless!

If you're interested, I’d love to discuss how we can collaborate to bring these vibrant fruits to your customers. Let me know a good time for you, and we can chat!

Looking forward to hearing from you!

Best,  
Demo User",sell pomegranates ,default,none,,scheduled,2025-11-13 00:08:00,19:08,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""20:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 2, ""delayBetweenEmails"": 4}",2,4,f,f,f,,merge_field
70,5,"Hi First, Let's build this business",active,14,,,2025-11-11 15:22:30.885+00,2025-11-25 15:22:00+00,14,5,0,0,2025-11-11 15:18:20.998772+00,2025-11-11 15:22:30.885+00,49,"Hi First, Let's build this business","Hi there First, 
Please call me when you get the chance.
Jon","",default,none,,scheduled,2025-11-11 15:22:00,10:22,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 30, ""delayBetweenEmails"": 3}",30,3,f,f,t,,merge_field
67,1,"Hey {{first_name}}, Let's Talk About Oranges at {{contact_company_name}}!",completed,27,,,2025-11-11 14:42:44.314+00,2025-11-25 14:42:00+00,14,5,0,0,2025-11-11 14:39:34.631258+00,2025-11-11 15:30:22.702+00,48,"Hey {{first_name}}, Let's Talk About Oranges at {{contact_company_name}}!","Hey there {{first_name}},

I hope you're ready to get your zest on because we're about to make your life a whole lot sweeter! 🍊 Instead of dealing with the usual boring snacks, how about spicing things up with our fabulous, juicy oranges? Here’s what we bring to the table:

- 🥳 **Health Benefits Galore**: Boost your team's immune system faster than they can say “Vitamin C”! 
- 🎉 **Perfect for Every Occasion**: Whether it’s a team meeting or a midday pick-me-up, our oranges are the life of the party!
- 🌟 **Guaranteed Freshness**: We promise you’ll get the freshest oranges delivered right to your door in just 48 hours. 

Imagine the smiles on your team’s faces when they bite into a fresh orange instead of yet another sad granola bar! Let’s shake things up at {{contact_company_name}} and make snacking fun again!

Can't wait to hear your thoughts!

Cheers!  
Demo User","sell oranges
",silly,hormozi,,scheduled,2025-11-11 14:42:00,09:42,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,t,t,,merge_field
